"","Port.Name","Year","Vehicles"
"1","Brownsville","2022",31458
"2","Calexico","2022",303
"3","Calexico East","2022",2844
"4","Columbus","2022",1911
"5","Douglas","2022",1552
"6","Eagle Pass","2022",142578
"7","El Paso","2022",213830
"8","Hidalgo","2022",205623
"9","Laredo","2022",754465
"10","Lukeville","2022",3233
"11","Nogales","2022",225346
"12","Presidio","2022",1762
"13","Roma","2022",2853
"14","San Luis","2022",93
"15","San Ysidro","2022",228064
"16","Santa Teresa","2022",5783
