"","City2","State2","savings","hpigap","Pop","Location"
"310","State College","PA",0.205019113400182,68.00825,202,"State College, PA"
"311","Staunton","VA",0.272108124318192,77.5008333333333,210,"Staunton, VA"
"312","Sumter","SC",0.253919118459403,67.109375,136,"Sumter, SC"
"313","Syracuse","NY",0.33260604530814,88.56,274,"Syracuse, NY"
"314","Tallahassee","FL",0.340037657138388,112.51625,90,"Tallahassee, FL"
"315","Tampa-St. Petersburg-Clearwater","FL",0.00496269759387144,10.3598076923077,1014,"Tampa-St. Petersburg-Clearwater, FL"
"316","Terre Haute","IN",0.46145456958339,129.5475,89,"Terre Haute, IN"
"317","Texarkana","TX",0.32952108649035,84.1325,1,"Texarkana, TX"
"318","The Villages","FL",0.0311126141359487,7.36000000000001,43,"The Villages, FL"
"319","Toledo","OH",0.391937493086153,95.9392857142857,101,"Toledo, OH"
"320","Topeka","KS",0.364627024712039,109.637777777778,145,"Topeka, KS"
"321","Trenton-Princeton","NJ",0.268919450835207,79.3075,330,"Trenton-Princeton, NJ"
"322","Tucson","AZ",0.239128879921189,70.0140277777778,3632,"Tucson, AZ"
"323","Tulsa","OK",0.224929635046785,65.9684722222222,1675,"Tulsa, OK"
"324","Tuscaloosa","AL",0.261812356073091,68.99,427,"Tuscaloosa, AL"
"325","Twin Falls","ID",0.231168878078501,64.7022222222222,679,"Twin Falls, ID"
"326","Tyler","TX",0.372265618854533,119.688125,269,"Tyler, TX"
"327","Utica-Rome","NY",0.332430324439226,97.0716666666667,31,"Utica-Rome, NY"
"328","Valdosta","GA",0.426139986656029,128.9975,43,"Valdosta, GA"
"329","Victoria","TX",0.237398408555064,100.661666666667,87,"Victoria, TX"
"330","Vineland-Bridgeton","NJ",0.463829274174102,144.2625,30,"Vineland-Bridgeton, NJ"
"331","Virginia Beach-Norfolk-Newport News","VA",0.0845478662910781,26.8725,2430,"Virginia Beach-Norfolk-Newport News, VA"
"332","Waco","TX",0.230028136854924,73.8345454545454,1110,"Waco, TX"
"333","Walla Walla","WA",0.267332029437757,87.29,338,"Walla Walla, WA"
"334","Warner Robins","GA",0.548092042229577,176.775833333333,268,"Warner Robins, GA"
"335","Waterloo-Cedar Falls","IA",0.125674964888104,37.2566666666667,308,"Waterloo-Cedar Falls, IA"
"336","Watertown-Fort Drum","NY",0.273184321649153,94.093,182,"Watertown-Fort Drum, NY"
"337","Wausau-Weston","WI",0.405372440930025,134.4025,8,"Wausau-Weston, WI"
"338","Weirton-Steubenville","WV",0.409105821972709,131.801875,82,"Weirton-Steubenville, WV"
"339","Wenatchee","WA",0.123147893943141,42.2714583333333,316,"Wenatchee, WA"
"340","Wheeling","WV",0.368325303613328,107.418333333333,14,"Wheeling, WV"
"341","Wichita","KS",0.321571955012221,85.5897222222222,636,"Wichita, KS"
"342","Wichita Falls","TX",0.324689933965956,92.0638636363636,341,"Wichita Falls, TX"
"343","Williamsport","PA",0.266845926707098,76.7725,75,"Williamsport, PA"
"344","Wilmington","NC",0.216301011551798,74.780625,126,"Wilmington, NC"
"345","Winston-Salem","NC",0.424224834933023,132.259166666667,359,"Winston-Salem, NC"
"346","Worcester","MA",0.252766099212427,78.1567857142857,386,"Worcester, MA"
"347","Yakima","WA",0.319157363426396,96.9586363636364,391,"Yakima, WA"
"348","York-Hanover","PA",0.281612205530266,68.2333333333333,39,"York-Hanover, PA"
"349","Youngstown-Warren-Boardman","OH",0.390602075063698,102.5159375,157,"Youngstown-Warren-Boardman, OH"
"350","Yuma","AZ",0.313769307691595,88.3235,1210,"Yuma, AZ"
